exp_id	project_name	config_name	category	date	duration	HWAT	RHOO	HOIL	USG	nom_usg	inclination	WC	H	DPDX_FRIC	TIN	PMID	nom_usw	INCL	USW	nom_temp	nom_press	RHOW	HGAS	RHOG	DPDX	USL	HLIQ	PIN	nom_uso	USO
7014	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:43.565469Z		12.543322621311628	811.1924025797844	18.780978201093717	1.7476129365365107	1.75	60	40.043424089260924	31.32430082240539	215.10756102582218	20.01519073784351	7.969255921214819	0	60	0.09993543448766266	20	8.25	998	68.67569917759461	48.26742525523645	2852.653795843311	0.24956765501595535	31.32430082240539	8.228285899072885	0.25	0.14963222052829267
7015	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:44.535740Z		17.617299291192786	811.0050442415475	26.68365233671283	1.0003729720244219	1	60	39.76731569823762	44.30095162790554	121.69480536317496	20.109709979593752	8.003691124081612	0	60	0.09906767608839617	20	8.25	998	55.69904837209446	48.48524857449065	3681.0915688037326	0.24911833838658262	44.30095162790554	8.328559903234243	0.25	0.15005066229818645
7016	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:45.496435Z		6.212839339790584	811.1866239611804	6.233862312295196	6.0082528439460905	6	60	49.915548017891595	12.44670165208575	369.6283104343113	20.420299809277058	7.851249178588391	0	60	0.12447500206258862	20.5	8	998	87.55329834791425	47.52096180407873	1678.8561020285524	0.24937120197092125	12.44670165208575	8.021968981683255	0	0.12489619990833263
7017	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:46.413063Z		8.868261963307578	811.1618894188106	8.854118417437647	3.999306426922291	4	60	50.03990306484252	17.72238038074514	316.29100271176685	20.02854087918997	7.886376563459635	0.25	60	0.1258036191380528	20	8	998	82.27761961925486	47.74316358982026	2011.232159423677	0.2514066003985548	17.72238038074514	8.082510598808527	0.25	0.12560298126050198
7018	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:47.379946Z		12.46934239450812	811.1475954005122	12.598900667296277	2.4980670975343098	2.5	60	49.74158884516003	25.06824306180448	274.47068505285097	19.78649438500404	7.9160805096924305	0	60	0.12499663338335068	19.75	8.25	998	74.93175693819552	47.93105887211044	2503.835830858684	0.2512919998845456	25.06824306180448	8.149582374602556	0.25	0.1262953665011949
7019	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:48.363745Z		15.954745149166708	811.1837814858557	16.1448133646364	1.751400335895821	1.75	60	49.703939517753874	32.09955851380308	142.889155166597	19.628882969617845	7.928401847928763	0	60	0.12434125972829584	19.75	8.25	998	67.90044148619691	48.00899872925818	2883.602117031069	0.25016379171289244	32.09955851380308	8.201693378865722	0.25	0.1258225319845966
7107	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:49.337316Z		18.149470203242437	813.249947800301	17.83034317204606	0.9955966825782058	1	60	50.4434806649324	35.979813375288515	359.92071365532183	19.497575245052577	7.849391352534295	0	60	0.12348829229211937	19.5	8.25	998	64.02018662471149	47.50920993959094	3384.16361487319	0.2448052566245031	35.979813375288515	8.165364532545208	0	0.12131696433238372
7109	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:50.431824Z		8.010133080102547	813.9276683229208	5.294251660931924	6.004910492949605	6	60	60.206715575482804	13.304384741034449	390.23289638570077	20.085034337639808	7.808598699659109	0.25	60	0.14912229870905108	20	8	998	86.69561525896555	47.251171934563665	1781.7388282066574	0.24768382942612505	13.304384741034449	7.982961455941199	0	0.09856153071707398
7022	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:51.378486Z		10.896464033728149	811.0357068926096	7.2619074969346125	4.006146208419886	4	60	60.007936368787675	18.15837153066276	335.8364676754138	19.935131562948232	7.889565155357123	0.25	60	0.14970746850584166	20	8	998	81.84162846933724	47.763333346727016	2091.5465785242195	0.24947944816131018	18.15837153066276	8.08887179750204	0	0.09977197965546851
7023	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:52.370368Z		15.526367512791797	811.1950740547478	10.22831988036685	2.5019376451195936	2.5	60	60.285598795177634	25.75468739315879	320.24717764273373	19.784019439816475	7.910576503992081	0.25	60	0.1505322287553681	19.75	8.25	998	74.24531260684121	47.89624273365231	2642.661892235836	0.24969848813612425	25.75468739315879	8.152619481265544	0	0.09916625938075616
7024	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:53.282143Z		20.079003656241117	811.4411860905587	13.545489750130862	1.7473823240768378	1.75	60	59.71540868608616	33.624493406371904	224.96933323262283	19.70369337886572	7.920364865034818	0.25	60	0.1505179845313654	19.75	8.25	998	66.3755065936281	47.95815999026424	3129.9870019311384	0.252058870303665	33.624493406371904	8.197109945327043	0	0.10154088577229957
7110	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:54.263933Z		19.48257662064237	813.6585100036859	13.200773695013508	0.9997508197770492	1	60	59.61009637163747	32.6833503156559	314.2639329406247	19.812176526784896	7.841418138921261	0.25	60	0.14912945850267995	19.75	8.25	998	67.3166496843441	47.45877457956033	3145.9690983055684	0.250174832083707	32.6833503156559	8.135704653769732	0	0.10104537358102707
7026	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:55.148017Z		9.709458500658242	810.571650622934	2.450402481500239	5.9930908702659815	6	60	79.84843342291836	12.159860982158492	416.01064579220247	20.07442062497139	7.811314587771892	0.25	60	0.20058496501952697	20	8	998	87.84013901784151	47.26835155640988	1760.6200999610737	0.2512071388515863	12.159860982158492	7.984538068652152	0	0.05062217383205931
7027	Multiflow (IFE)	MF_C3b_60	0	2024-10-11T13:04:56.070875Z		10.906455460833063	811.4595201276243	2.70090713533711	4.005768362566372	4	60	80.15113423892083	13.60736259617014	433.4425540971131	19.9360823521018	7.839269118875263	0.25	60	0.20014251317852289	20	8	998	86.39263740382987	47.445180738357365	1892.2655584043216	0.24970640163609198	13.60736259617014	8.027174185872077	0	0.04956388845756908
